stars,text
5,"I almost wish I hadnt discovered this place because its so good Tons of flavors and every kind of topping you could want even cake frosting 
So much better than MoJo and to top it off the staff couldnt have been nicer"
5,"Gotta love Sweet Republic great philosophy and great icecream and sorbets Ive loved every single flavor Ive had there peanut butter brownie swirl mint chip salted butter caramel mayan chocolate and more Everything is made from all natural fresh ingredients virginia peanuts fresh mint leaves etc 

When I really want to splurge I make my own sundae you get to pick two flavors of icecream a sauce and a topping 

If you havent been to Sweet Republic go If youre far from Shea  101 find them at First Fridays downtown farmers markets and more"
1,I took my family here and this was a disappointin experience The service was snobby and rude  The waitress was condescending and the food was overprices I have not been to the other Tomasos but I will clearly discourage anyone from dining at the Chandler Tomasos The service is clearly substandard and snobby
1,False ads do not stay there Unless you dont mind a dirty smelly overrated hotel The sheets and towels that were supposed to be white were gray The place is run down and poorly serviced The front lobby is clean but once you head up to your room you quickly find out that the place is run down and not being taken care of I stayed on the fifth floor cabana suites and as soon as my elevator opened up on the fifth floor I knew right away I stayed at the wrong place The suites were nothing more than a room with a tiny bit of extra elbow space that are on the rooftop area with a pool in the front of the room The pool was NASTY see pictures I uploaded It was green and looked disgusting and when I arrived to take a look it had an out of order sign placed at the entrance This place was embarrassing I had told my brothers to book there with me because we thought it was going to be a great hotel based on their website but we were very disappointed again
5,This was our first time at Texas BBQ House They gave us a sample and help us with our order The brisket was fantastic I got the moist and my wife got the lean We both enjoyed our choices immensely I will definitely go back I wanted some spicy BBQ sauce and apparently they have it but I didnt see it
5,"My husband and I have been here twice in the last week for dinnerit is a bit pricey as other reviewers have said around 20 for dinner entrees but for vegetarian and organic food what exactly do folks expect  You get what you pay for  We were happily surprised after reading the reviewsthe food was amazing the portions are huge and we had leftovers both times  and ps we paid with a debit card both times and have had no trouble despite the review about only paying cash

Our first visit we were greeted kindly and given a plate of fruit to munch on until we ordered  My husband ordered the mint tea and it was delish  For an appetizer we had the sabziwhich is a huge plate of green herbs homemade wheat nan feta cheese and walnuts  The herbs were FRESH and the nan was deliciousjust the smell of it was enough to get us drooling

For entrees we had the spinach herb stew and the vegetable stew with eggplant  I am currently pregnant and garlic is not something thats agreeing with me  I asked if the vegetable stew had garlic in it and the waiter said we can make it however you wantevery dish is made when you order itwhat  the dishes are made to order  I havent heard that at a lot of restaurants  After about 20 minutes our stews arrivedsteaming hot and smelling delicious  They were HEAVENLY  So many flavors and so fresh

Our second time here we had the dolmeh plate and Mast Va Mosear a spinach dipboth were okbut I like the Sabzi better  The entrees we had were amazingI had a special of the day pomegranate walnut sauce over tofu which was blissful to smell and eat and hubby had the vegetarian sampler to get his falafel fix

Overall if you are willing to pay a little more for a nice organic foods dinner go here and check it out  Everything will be fresheverything will smell and taste deliciousand the restaurants atmosphere is perfect for a relaxed decadent evening"
1,"No I simply cannot put in a good review for Miracle Mile 
A coworker recommended this place to me Actually two coworkers did
However upon inspection of my pie right before I was about to eat it I noticed that there was mold in it

Yes mold

Sorry Miracle Mile your fries were bland and while your chicken tenders were decent I cant forgive mold in a pie I did take a picture of it so I will be adding it to this review as soon as I can

Who knows if I will get my 295 for moldy pie back

ETA
MM has been notified and I am to receive a gift certificate for my 295 I was given the option of returning it but its over a 40 min drive"
5,"I went here for lunch a couple of weeks ago with my bosses It was packed on a Friday  we sat at the bar and our cook was fantastic We got to sit and chat with him while he worked away at the orders I had the chicken pesto pasty and it was wonderful the bread used is similar to a pastry dough typebut not as sweet The pasty was so filling I could barely finish it

My bosses have been there before and have always wanted to try the peanut butter and jelly pasty  so we all split it as dessert and it was so good They put bananas in it and drizzle jelly over the whole pasty Its definitely rich and gooey 

I would totally go back here again and have told my friends about it too Amazing place"
5,"This is an adorable little gallery located in the middle of nowhere Downtown Phoenix  My art teacher friend got fixated on bringing me here when she heard me complaining about Phoenix being chain hell and thanks to her and Yelp I dont believe that anymore  I think she chose wisely as I loved this little space  

It was a nice place to stop and check out and then of course we had lunch at the attached City Bakery  A perfect activity for a halfday of school  Hooray creativity and uniqueness"
1,"Food poisoning alert There is no doubt in my mind that this incident was caused by the order of potato skins I was served at this unfine dining establishment First off the cook looks like somebody off the street at least wear an apron buddy 
   Now we are watching the games there and its about 30 minutes after I eat 4 fairly large skins which I dipped in sour cream and the rumbling in the stomach started Five minutes later I was depositing those skins in their tiny toilet and trying to hold on while the games ended Lastly another stop was needed on way home to drop off some more skins This place is full of local drunks but a good watering hole yeah literally Go here to drink and stay away from all food Also it was 8 bucks for one order of skins Why do places charge the same price for apps as they do for sandwiches Its another sign of a clueless place with poor food and hygiene Bad choice"
5,"Very very nice family owned bookstore that allows you to trade in your books and buy other books for half price The owners have also recommended many booksauthors to my family over the years

I came in today still seeking a book that I have gone to numerous libraries looking for I found a copy on the shelf that was much bigger than an ordinary paperback I asked if they might have any additional copies The owner was so nice and went in the back room not once but twice to find me the book and its sequel I was so thrilled to have found the books

I believe that almost every year they have a book clearance where they sell off many books for only 1 I wont be in town for it but if anyone is I recommend checking it out"
5,OK so this is how much I love this product I first tasted Lees at a Yelp Elite event and waited and dreamed a whole year to eat it again When I was invited to the next years Elite Pleydate it was the topic of the first question out of my mouth Is Lees gonna be there  Ok maybe the whole French restaurants Bone Marrow gravy came to mind too but I digress When I made it inside to Pleydate I literally ran to that booth having desert before dinner I am all about the alcohol infused ice cream now The funny thing about that is I am not even a big ice cream lover I will have to visit the shop soon
5,If you are a big tea drinker like myself then you must check this place out They offer a HUGE variety of loose teas from all around the world They have herbal rooibos green black and white teas The selection is phenomenal and there is some loose teas here for every type of tea drinker out there They also offer high quality tea accessories that are beautiful like the teapots and tea mugs which are very classy and not overly expensive Great place for those looking to pick up a unique gift for a tea lover or for the tea lovers like myself it is like stepping into tea HEAVEN The owner is also very nice and offers good advice if you are looking for a particular taste or type of tea since there are at least 5060 loose teas to choose from Hear my teapot whistlinggotta go
5,"I go to Regios a lot today I went and want to reiterate how great I think it is  I have been going there for a couple years  have never been disappointed in anything Ive ordered  Their beans are delicious as is their menudo only on Saturday and Sunday unfortunately and eveything else tacos burritos enchiladas chile rellenos etc etc etc is great  It is so inexpensive its hard to believe  Today my bff and I had 5 tacos and an order of beans between us and it was 10 HELLO We had the minitacos but we were stuffed and left there saying how wonderful it was and how full we were
  Check it out next time youre in the mood for some awesome authentic Mexican food  You will be glad you did  Yummy"
5,Every time I head to ABC cake supply I see this wonderful store on the way I often say I need to stop there Today I did It is a wonderful ecclectic store filled with unique items From baby wedding kitchen and on I picked up some of their mini cupcake stands LOVE
1,Not worth the money Food was average and the portion was small for the price I paid
5,"I love me some Dobson Ranch  As far as municipals in the Valley are concerned this is as good as it gets Aguila is a close second  No overbearing marshalls  Rates that top out at 28 in the winter  Above average range and practice area including two large putting greens  Cheap pitchers of beer  A longtime cart lady who will spray your face with water in the summer  

As far as the course itself this is not typical AZ golf  there are no cacti only treelined fairways and some water sprinkled throughout to pose as threats    But there are birdies to be had and lots of them 1 3 5 7 10 13 15 and 18 are the best chances in my experience I consider this my home course  The greens are usually pretty moderate speed to slow  this is grainy bermuda not some hybrid or bent grass so prepare to run the putts into the back of the hole  5 is my favorite hole a shortpar 5 that gives you the chance to hit over a tree left and drive the narrow fairway leaving you a long to midiron into an elevated green that slopes toward you  8 is a formidable challenge if you have the tendency to block or slice as may be the case the ball from timetotime as your ball will face a watery grave  16 is a tricky treelined hole with a tight driving area and doglegs right  And finally 18 a short par 5 that is easily reachable and where a par feels like a bogey  A scant 6600 yds from the blue tees but rarely plays its full length there are some low scores out there

A great course value practice area and recently renovated restaurant and bar  5 stars"
5,"Mouth watering Thats all I have to say

The food at this place is seriously amazing Everything we tasted was better than the dish before it and we had a fabulous bottle of white wine to accompany our meal The scallops were a highlight as was the potato pie dish thats not a very technical name for what it was but thats my best effort It was all very very good and the only thing keeping us from returning is the cost We genuinely enjoyed our evening here and we will absolutely go back but it is pricey especially for the size of the dishes

The atmosphere and ambiance are so fun and this place is a little dressier and trendier than some other places weve been in Scottsdale I highly recommend this for a night out with friends or a cool date night It seemed as though reservations would be a good idea although we didnt have them and were okay it was busy though"
5,IKEA is so much fun Its a little bit of a walk up and down the store but with all the different items on display there is time to sit and relax on the chairs couches beds I love walking around the store looking a new ideas for my own home They have very good prices on all household items When shopping for accessories for the house I highly recommend going to IKEA because you are bound to find something Simple things such as Tupperware trash cans bathroom accessories can all be found at a really good price
5,"This review is for Gils catering  which is fantastic  

Our perfect event for a new product launch needed to be casual but tasty and high quality  Gils was all of these things  The food presentation is pretty without pretension  Everything was fantastic  Best of all Gil worked with us to plan an event within our budget  

Fare is traditional with a tasty twist  our group loved the chimis taquitos enchiladas and especially the chips  

We expected 2 servers and 4 showed up  including Gil  They over delivered in every sense"
5,Enjoyed the egg rolls  So glad that they were made out of fried rice paper because I have food allergies  The entree of BBQ beef with rice noodles was also very good  I will be going back this weekend with the hubby for sure  Very clean and nicely decorated restaurant  Very nice waitress The restaurant smelled really good too spices maybe  A bit warmer than I would like inside  Maybe they need to turn up the AC
5,My wife and I celebrated our anniversary here for the first time I have nothing but good things to say Food wait staff and overall experience were excellent This is an old school type of steakhouse with red velvet wallpaper leather booths etc If you havent been I cant recommend it highly enough Give it a try and youll be glad you did
5,We came here the weekend of the Grand Opening I will say we were very impressed and  there was so much to choose from at this new and improved Pets Mart  There is a Hotel here for Cats and Dogs There is a Banner Pet hospital and there is a Grooming station as well as a Dog training store as well Talk about your one stop shopping I even got to hold a beautiful baby girl Pug just 6 weeks old She was absolutly adorable   We took a picture but have not figured out how to download it yet Nice and Clean all throughout the store  We purchased a few items and then we were on our way  Lots of Parking in the lot Plus nice clean human bathrooms
5,A great family owned restaurant Their lunch specials are very reasonable I recommend this place to anyone looking for good Japanese food My only request is that they open a restaurant closer to Tempe  I would go so much more often
1,"Glad this place has new ownership I should probably remove the review below Its really harsh and doesnt apply to the NEW establishment  You have been warned  


Short Review

THIS PLACE SUCKS BALLS

Long Review
We were supposed to meet a friend here at Draft House on Saturday night We were excited to be out on a datelike experience cuz its been a while We went to my inlaws for dinner and then headed to Draft I knew it was going to be interesting from the sound of the music as we pulled into the strip mall 

The music Good music probably the only good thing about this place  if youre a hiphop fan All hiphop all night 

The crowd Ghetto fab all the way Seems like everyone there is late 20s  early 30s and some older sprinkled throughout the crowd and none realize its not 1996 anymore Expect to hear a lot of fake accents a la Da Bronx and a lot of misuse of slang terms It was entertaining until it became annoying Oh and people WILL steal your seats or tell you they are saved  ugh

The atmosphere small crowded  Small dance floor  A couple pool tables but dont expect to get one Some TVs playing various sports which I guess qualifies this place as a sports cafe 

The service OMG we had one beer each and the line was retarded over 30 minutes to tab out No line in sight just people crowding together trying to get to the front of the line  Oh and LOL the bar tenders are total morons one of them complained to the guy next to us about his crappy tip and the other argued with his customer about whether they ordered rum and cokes or redbull and vodka  The guy had already made the rum and cokes and was pissed that HE got it wrong  Weirdos

If any of this appeals to you this is your place 

BTW her friend didnt show and we ended up going to Skip n Jans to play some pool o  We had a great time there o"
5,"My work got some Christmas allowance and instead of doing a dinner we decided to get a really nice lunch for our branch We decided on Oreganos cause it was on the way 

I had the stuffed Italian sandwich and it blew my mind I couldnt believe how bug this sandwich was it provided me with two wonderful lunches 

It looks like some of my coworkers got the sausage sandwich and the steak sandwich and one person got a pasta dish and couldnt even eat a quarter of it because they gave so much 

After that experience I am going to make more of an effort to get to the restaurant instead of getting it to go"
1,"I will precede this lackluster review by stating the following

1I have only been to this place once
2I didnt get a chance to actually try the cuisine
3I am a sympathetic person to servers as I have been one

That being said I give this place one star for reasons of poor service

About six months ago at around 4pm on a Sunday afternoon we decided to eat at this place The atmosphere was warm and cozy typical college bar with collegeaged waitresses

We made sandwich selections and ordered happy hour beers The beers came the food never did and we watched other patrons come in eat and leave  All the while our waitress never came by to give us an explanation or even get us another round of drinks we got them ourselves from the bar 

Since my bf and I both worked in food service we are always sympathetic when we can see that a place is understaffed  But after an hour of waiting we finally crossed the room to speak with our server She said I cant imagine it will be much longer I think the more professional approach would have been an apology and admitting to forgetting to put in our ticket which is what we gathered when we saw her speaking frantically with the cook

Where was the manager that day Or someone who noticed that we sat there so long without our food or any communication at all

We left money on the table for our beers and walked out I guess there is a first time for everything"
5,"As I passed the velvet rope flanked by shiny exotic cars I knew I was in for an experience  Some might call it a finedining experience but clearly this was something more  A tribute to opulence and Reganera excess Dominicks is your sevenfigure foodie fantasy come alive from the moment you enter the swanky foyer to the gleaming 10 inch tower of tiramisu that finishes your meal  Its glittery bedazzled and oozing pretension  and I loved it

The Service
My visit to Dominicks was the night after its official opening  The service tried very hard to be as impeccable as the surroundings and while not perfect the charming staff and the sincere effort put forth made little things like missing napkins and bread plates instantly forgivable  Our server Drew let us know that the wait staff only had 2  3 tables each and it was very evident in the personal service we received  A few more weeks of experience for the staff should easily iron out the little wrinkles

The Food
We started with the jumbo shrimp appetizer which unfortunately came with 3 shrimp  hardly conducive to sharing  so we ordered two And Jumbo they certainly were accompanied by a kicky cocktail sauce which my dinner companion felt was spicy enough  Ever the daredevil I added additional horseradish to mine because who doesnt like to burn the inside of their nostrils at dinner
For the main course we both had the 9oz filet lobster gnocchi and steamed asparagus  My filet was a perfect rareplus with a dark pink center expertly seared and juicy
Surprisingly the lobster gnocchi really stole the show for me  Im not big on starches or cream sauces so when it was suggested I wasnt particularly excited I should have been  The dough was light and fluffy the cream sauce not too rich and the lobster added the perfect amount of salt  texture
After dinner I indulged in a grand marnier while my companion ordered the tiramisu  He was presented with a 10 inch tall hunk of cake that could easily have been intended for 4 people  The tiramisu was spongy and light with a lovely cool custard and only a subtle flavor of rum  A nice finish to an excellent meal  

Atmosphere
We were lucky enough to score a poolside table which started off as very romantic but over the course of the evening became quite the place for people watching  The scene at the small bar area on the 2nd floor was bustling and both the waiters and I wondered aloud how long it would be before a guest fell in the pool  I bet they didnt make it through the weekend without someone making a splash"
5,"I Love this place I eat here either take in or take out at least 2 times a week

I also agree with some of the others I love the fact that I can try something new without committing I love the revolving sushi I also do not like that there are a lot of spicy selections Why not offer the spice on the side I would love some of the sushi but it has that spicy sauce on it

Some of the best to offer that some people might not know about

Haru sushi  Tuna stuffed with crab and topped with avocado
Hand rolls  YUM Some are only 250
Udon  Good

The staff is great The wait can be long on some days or eves

Love the baked scallops Great mussels too"
5,Very nice neighborhood spot  The mussels are great and both pork dishes we tried were outstanding  The BaconCheddar biscuits make the meal and Fig pecan pie is the perfect finish
5,"I had a tough time deciding between 4 and 5 stars  Wish there was 45 stars available for me to choose

Went here on a business trip with a coworker and tried it out I had at least one of the following
Sapporo  Can it ever be bad  It was served very cold  Thumbs up
Green Tea  Good  Good service on the refills also
Edamame  Good  Right amount of salt
Miso  Interesting wooden bowl and wooden spoon  It tasted good tho
Yellow Tail Salmon Tuna Albacore Uni FW Eel  Kampachi nigiri  Good stuff on all of those  They also have Yasu style nigiri for some types and they are good  It usually involves ponzu on top
Spicy Tuna and Softshell Crab roll  SSC was great

Service was pretty good and sushi was also good  The bar was full but I wish I could have eaten there  The sushi chefs were friendly and talkative to the people at the bar which is unusual at least compared to LA  The base quality of the fish outside of whatever ponzu soy wasabi and other ingredients were on it was pretty good but I wouldnt say 5 stars  Since I generally judge a place wholly on the food I give it 45  Failing that I rounded up"
5,I love this place  The first time I went I had my mom and my sister with me  We all got pedicures and by far the best foot massages Ive had at any of these nail places  The thing that really impresses me the most is that after only one visit the next time I came in they greeted me by my name How often does that happen  Hello customer service welcome back  Its husband and wife owned and operated and they are as nice as can be Love it here  Great atmosphere friendly good service affordable  You wont be disappointed
5,Midpriced dining with high end flavor I ordered the special Yelp menu Started off with mixed green salad with fig dressing Very good Moved on the the smart chicken Tender char grilled breast with corn risotto Yum  Topped it off with a perfect chocolate de creme Staff was friendly and very on top of things Great experience  Im definitely coming back give these guys some love
5,"Still loving Sunflower after a year and a half  I actually moved houses to be closer to this grocery store  The staff have never complained about going an extra mile the prices have stayed better than any store Ive been to lately and they have been having great beer specials

Special note  They have a large selection of homeopathic and environmentally sound products for your everyday corporal adjustments  Tons of specialty soaps herbal supplements and vitamins  Check for the solution here before going to chain pharmacies"
5,"Ace and fried mushrooms at Caseys My version of heaven 

The food is good and the beer is even better but what people really go for is the ambiance The most awesome potpourri of people Old young but always interesting

Say hi to Thomas the cat for me Hes chilling with the patrons when ever its not too crowded"
5,"Top notch cheesesteak One of the best in the valley This place has a large delivery area and is located right by campus The owners are really nice and friendly Im really glad something moved into this spot Its so convenient 

Their desserts are great as well I wish they had some chicken options but they are new and said they would be adding to the menu as time goes on My girlfriend said the turkey sandwich was fantastic They sometimes carry Tasty Kake so ask about that 

Ive had the authentic cheesesteaks from Philly and this tastes every bit as good if not better Its definitely in my top 5 local cheesesteaks

Edit Just ordered delivery  Lightning fast This place is incredibly legit I went with a cheesesteak with White American cheese instead of wiz this time  So incredibly good They tossed in a new dessert they didnt have last time which was awesome 

Their prices are really good and their food is so delicious Im a huge fan Im not kidding with this 5 star rating  I love this place Rave rave rave"
5,"The Westin Kierland is a beautiful resort located in PHOENIX not Scottsdale 

Some close friends of mine from Canada stayed in this PHOENIX resort for a few days so Ive hung out in its rooms and generally lounged about the property The rooms were impressive beautifully decorated and spacious We especially enjoyed taking the kids out to small fire pits maintained on the grounds where guests to our fine city of PHOENIX can roast marshmallows 

The Kierland has some tough competition considering that the city of PHOENIX has every one of the most famous resorts in the Valley from the Biltmore to the Phoenician to the Royal Palms It does pretty well in a tough lineup No offense to Scottsdale which also has some great resorts such as the Four Seasons Its just that the most famous ones are in PHOENIX

For further information please visit httpphoenixgovBNDMAPSindexhtml"
5,"Sprouts is my favorite market to shop at They are a great company who have a very friendly staff in their stores as well as their corporate office They are also very involved with the community and with local farmers and businesses

The prices for all the fresh and natural groceries they carry are the most reasonable out of all the grocery stores I have been too The Vitamin Department has everything you could ever look for to help your well being and they are always extravaganzas in the stores so you are always getting the most out of your money and in times like these I know people are very appreciative of that since groceries are becoming more and more expensive everyday or so it seems

I most definitely recommend anyone to shop at Sprouts"
1,"Went to Fatburger with our family tonight and will not return 

Average food The burgers were average The lettuce was wilted the tomato was green and nothing outstanding about the flavor Id say better options nearby are Joes farm grill Innout or Culvers 

Cleanliness was average The floor was a little sticky and the beverage area was kept very neat The kitchen appeared clean 

Service was below averagehorrible The cashier was very unpleasant We all ordered at the same time and the first half of the food came out about 15 minutes prior to the 2nd part It was pretty slow By the time we got the fries they were cold The staff literally acted like they were a bunch of highschoolers who were annoyed that there were any customers who interrupted their hangout 

I know this sounds harshit is My experience was absolutely horrible We will not be back and I dont recommend that you should either"
5,I love this place  Great food great service from some of the nicest staff and just a fun place to go  It is also a place I like to meet people for happy hour  They have a wonderful selection of beers fantastic wines and I have never once had anything but great food while eating there
5,"I had the pleasure of living across the street from this treasure for about 6 years Im still lucky enough to work close by   Let me be clear I m reviewing Haji Baba as a GROCERY STORE first  Then I will give you some insight into the prepared food for takeout or instore dining

This is one of the few stores in Arizona where you have several choices for pita breadits also the ONLY place Ive found for whole wheat pita
There are several choices for Feta cheese Danish FrenchGreeksame with olivesthere are choices
I ALWAYS buy my tahini here All the prices are very inexpensive

Need spices  They have them all  At about 25 of the price you would pay anywhere else
The best way to describe Haji Baba is that it is a REAL grocery store with REAL prices for REAL people  It is NOT a specialty store with trendy items and inflated prices  They sell food items that you will actually use  The bonus here  You wont find a 10 year old can or jar of something

On to the restaurant portion  Haji Baba is better if you think of it as a takeout joint that happens to have places to sit and eat  They do have tables and they do perform table service its just got zero charm  You go for the food thats it

Okay food  The lamb tongue sandwich is to die for  Let me repeat  The LAMB TONGUE PITA SANDWICH  GET IT  Their baba ganouj is also darned tootin tasty  Actually I sometimes dream about their baba ganouj
Im not crazy about their hummus maybe because making hummus takes 5 minutes and mine is bomb But its not bad
Gyros are good and not greasy Greasy gyro meat is a pet peeve of mine
Chicken shwarma  Yup thats good too
Im sure Ive had something  to eat  here that I was a little disappointed in but I honestly cant remember what or when
"
1,"I was looking into gyms around the area Upon entering I was greeted by the front desk guy I asked about memberships and then he said Sorry we are sold out I stood there stunned Then he snickered Just kidding Trying to be a good sport I went with it 

Next came the young sales guy He was personable  at first anyways Showed me around the gym and I was interested in joining Next we went over to the childcare area since I have a little one Children were in the room however the two girls monitoring the room were chatting it up with one another and ignoring the kids Bad sign I asked the girls if they were CPR certified and had fingerprinting and background checks The world stopped for just a moment and they stared at me I had interrupted their important conversation Then they were both saying Yeah like well um no I mean yes In other words no straight answers 

We sat at the sales guys desk and the wheeling and dealing began I felt like I was purchasing a new car If you choose option A you then can go to all the gyms If you choose option B then only here  The whole time I could see the childrens area and the kids were being completely ignored and we are talking very little children When I told the sales man I needed to think about it he switched into some type of Dr Jekyll Mr Hyde routine Well you only have today to make a decision after that no price guarantee   From there he was down right rude

I walked out of there thinking what the heck just happened Like Sarah G I felt horrible when I left this gym  It was an awful experience Ended up getting a membership at Tangible Fitness on 7th Street They dont have the same amenities however it is locally owned and the people are very nice there"
5,"Great and has been for years  Lines out the doors at lunch but worth the wait  I recommend combo K

This place is the where you should take someone from out of town that wants the best mexican food"
5,"Another great Italian find

My BF and I went to Roma Garden for dinner last night because he was given a gift certificate there from a friend  Wed never heard of it but were always up for trying something new especially with 50 towards our meal  We pulled up to their strip mall location without expectations and we were both pleasantly surprised

When you walk in the lighting and decor are welcoming and the staff is friendly and attentive  It was a Thursday night and there were plenty of other guests in the restaurant and there was a lively energy in the air  After browsing the menu I ordered one of the few Chefs Specials of the night  tilapia with fresh veggies and pasta in a lemon caper sauce  BF went with Pollo Parmagiana  He had a glass of cabernet and I had pinot grigio and voila  a warm bread basket arrived on our table at just the right time

We were both happy with our orders when they arrived as well the fish was cooked just right and the sauce was tasty good portions as well  Although we were full we decided to order a dessert to share  the homemade snow white chocolate tartufo  yum  The perfect sweet ending to our meal  In addition we were each brought an after dinner drink of amaretto on the rocks on the house

I just have to share that I was pleasantly surprised that the womens restroom was clean spacious and had a fresh fragrance to it  I normally dont notice that but I was impressed by this

In speaking to the waiter and the owner we learned that this restaurant recently changed locations but theyve been in business for over 15 years  Gotta love the local businesses that last in the valley well be back to support Roma Garden and enjoy their fine Northern Italian Cuisine without a doubt  I suggest you go check it out also  bon appetito"
5,Love this placecant beat it for a healthy meal Tons of good options that are tasty without all the cheese
5,Agree with those who describe this place as enchanting  The rooms are extremely comfortable the grounds are picture perfect and the pools are very pretty  We had 8 people in our group ages 1564 and everyone found something they loved about this place
5,"I was sent to Amomi spa from my OBGYN for my  first pregnancy to get all of my ultrasounds  I felt very at ease the first time I walked in because of the very clean place and friendly staff Every ultrasound technician I have had has been really great and knowledgable  I really like that they have high tech equipment with big plasma tvs on the wall so I could see a bigclear picture of the baby Also the  large spacious rooms are really nice On a side note they have great products to buy in the lobby

Now pregnant with my 2nd baby my OB referred me to 2 different places this time for my ultrasounds Without hesitation I knew I wanted to go back to Amomi spa again to get all of my ultrasounds I have already been twice this time around and looking forward to going again in a few weeks"
5,We had a GREAT dinner there on Saturday  We were celebrating my aunts birthday and we ordered from the regular and special menus  I had a truly wonderful chicken Madiera my hubby had meat loaf which is always a tell for a good place my uncle had fried haddock which was crunchy and not at all greasy and my aunt also had the chicken Madiera which was forktender  We also had great service  attentive without being too much and we completely enjoyed our meal  We will definitely visit this location again
1,"Phoyuck this place 

I was tricked in to going here with promises of great Vietnamese I was ready for a culinary adventure and what I got was a ride in the fright house 

The Bánh xèo was so greasy I couldnt eat it it was literally served on a plate of grease 

The bun was about the same It lacked flavor the rice noodles were slimy the spring roll was loaded with grease 

I ordered some sort of plum soda drink and it had a cup of salt on the bottom of the glass

The service was horrible and I will not be back"
5,"we celebrated my birthday all weekend  we made the trek to bobby q on sunday I ordered the brisket sandwich with mac and cheese and let me tell you about that mac  cheeseit was amazing Mr H went with the chicken and brisket and for his sides beans and potato salad  
The food is sinfully delicious I will NOT be coming here as often as I would like I found it too indulgent it is definitely a treat and worth trying I love those little donuts they give you at the end"
5,"Id been hearing about Defalcos for a while now My husband Jim W and my youngest Abby raved Best steak grinda since Baston they said So on an expedition to get more raw chocolate we went

The first thing I noticed was that the tables were scattered among the racks of Italian foodstuffs I loved that The place screamed Boston from the moment we walked in the door When we ordered Jim found one of my favorite types of soda in the case Doc Browns diet black cherry I was in heaven

So we got our number and sat down While we were waiting  a short wait  I got a brilliant idea which solved a longvexing problem Guess it was the east coast vibe

The food came and I was in heaven We split a steak sandwich and red potato salad Jim likes everything and I just like onions so they gave him the mushrooms and peppers on the side Lots of mushrooms and peppers It didnt look like a ton of food but we certainly got enough to eat

Whats not to like at Defalcos The food is fabulous the prices are good the people are really nice and they have all kinds of imported goodies So I guess the only thing I didnt like about Defalcos was leaving"
5,Incredibly good calzones friendly service nice courtyard seating
5,Nicnacs galore
5,"After talking to a number of bartenders in the area  and doing some fairly extensive personal research  I feel pretty comfortable saying that if you want the best cocktails in the Phoenix area you should head to the Jade Bar at the Sanctuary Resort  

This is off the beaten path a bit and after a few miles down streets with no street lights it felt a bit like driving to a ski lodge up in the mountains  Its worth the drive though  I had two excellent cocktails The Last Word and a Pendemums Club and one enjoyable and informative conversation with Jillian the bartender  Wish I could have made some of their mixology classes"
1,omghands down the worst chinese food Ive ever had anywhere  Stopped by for lunch with my wife  I ordered their cashew chicken dish and my wife ordered the pad thai noodles with shrimp  Barely edible  Makes Panda Express look like gourmet chinese food  Prior to Flos the distinction of the worst chinese food went to a chinese restaurant in Nebraskabut thats Nebraska  Im chinese and live in San Francisco so know a thing or two about good chinese food
5,"What an amazing Mini Vacation  I went in August which was about 105 degrees but it was perfect  The pool was relaxing the water felt great and I enjoyed all three nights of my stay  We decided it was so great we never left the resort  

The Room was very clean and very comfortable  

Talavera had the most amazing Fish Entrees the seabase OMG I can still taste it the salmon was the best I have ever had and I dislike salmon completely  The service through out the restaurant and hotel was amazing  The special drinks they had were very tasty and made the 105 degrees weather manageable  

The brunch buffet and breakfast at Crescent Moon is excellent all three days so fresh the pomegranate fresh juice was amazing I had three  The food tasted like the items were freshly picked that morning  I literally gained 5 ILBs on this trip and it was worth all of it  

The Lounge had tasty small Tapas which I enjoyed while it drizzled that night the whole hotel has a great relaxing ambiance

The nights were amazing to walk around the hotel or sit around the pool with the night lights on and enjoy the peacefulness of the resort  I believe we saw bats flying around in the middle of the night which was very cool  

Worth every penny  Just watch out for Camera Speed Traps on the way there  Enjoy"
5,"Delicious barbecue we had 4 meats platter that we split with three people  The pulled chicken is amazing the brisket tender and juicy the ribs succulent and flavorful best barbecue around  The sides were delicious as well mac  cheese was great mashed potatoes did not disappoint ranch beans arent anything special but they tasted good  

Service was great waiter was attentive to our needs and accommodated a last minute switch after already putting in the order Atmosphere is good not too noisyquiet the lighting could be improved though a single bulb above the table barely allows you to see what you are eating though the food wasnt there long enough to be seen

Highly recommended to someone looking for great barbecue ribs chicken brisket etc"
5,Lovely outdoor seating area very dog friendly Dont sit in the back of the outdoor seating area because it smells like propane back there Had some coffee and just hung out for a couple of hours It was a pleasant experience Didnt order food this time but next time I will because every dish that came by looked magnificent All of the prices on the menu looked very reasonable for the portion
5,Excellent in every way  Attentive and fun owners who tend bar every weekend night  GREAT live music excellent wine selection   Keeping Fountain Hills young one weekend at a time
